title,subject
Portable Pets,"Bees, fiction,Snails, fiction,Picture books,Children's fiction,Puzzles,Dinosaurs,Puzzles, juvenile literature,Locusts, fiction,Sea horses, fiction,Dinosaurs, juvenile literature"
The tale of the pie and the patty-pan,"Picture books,Dogs in fiction,Juvenile fiction,Cats in fiction,Fiction,Cats,Dogs"
Oxford Reading Tree,"Picture books,Readers,Accessible book,Children's stories, English,Readers (Primary),Protected DAISY,Kidnapping, fiction,Children's fiction"
Jumanji,"Picture books,Jeu,Accessible book,Fiction,Romans, nouvelles, etc. pour la jeunesse,Juvenile literature,Dice,Play,Brothers and sisters,Diligence,Children's literature,Caldecott Medal,Board games,Jungle animals,Success,Adventure and adventurers,Dangerous animals,Games,Juvenile fiction,Jeux,Fantasy,Protected DAISY"
Drummer Hoff,"Folklore,Children's songs,Juvenile fiction,Children's poetry,Texts,English Folk songs,Children's stories,Soldiers,Folk songs,Nursery rhymes,Easy books,Picture books"
"Pancakes, pancakes!","Cooking, fiction,Food, fiction,Picture books,Cookery in fiction,Juvenile fiction,Cooking,Pancakes, waffles,Fiction,Accessible book,Baking, fiction,Protected DAISY,Children's fiction,Pancakes, waffles, etc. in fiction,Cookery"
The Grouchy Ladybug,"Behavior,Toy and movable books,Ladybugs,Accessible book,Materiales en español,Fiction,Ladybugs, fiction,Specimens,Picture books,Muestras,Novela,Behavior, fiction,Picture books for children,Spanish language materials,German language materials,Ficción juvenil,Mariquitas,Children's fiction,Insects,Juvenile fiction,Libros de juguete y movibles,Protected DAISY"
Rooster who set out to see the world,"Roosters,Animals,Picture books,Accessible book,Set theory,Juvenile fiction,Fiction,Roosters, fiction,Animals in fiction,Numbers,Protected DAISY,Counting,Children's fiction"
The Puppy Who Wanted a Boy,"Motion Pictures,Television,animal stories,picture books,Adapted for Television,Juvenile fiction,ABC Weekend Specials,Christmas stories,Dogs,Films,Accessible book,Protected DAISY,TV Movies,Fiction,Christmas"
The Magic School Bus at the Waterworks,"Water treatment plants,Hydrology,Picture books,Science,Spanish language materials,School field trips,Waterworks,Water-supply,Women science teachers,Juvenile literature,Juvenile fiction,Study and teaching,Hidrología,Purificación,Agua,Purification,Water,Water supply,Abastecimiento,Literatura juvenil,Accessible book,Protected DAISY"
The queen of hearts,"English Nursery rhymes,Nursery rhymes,Picture books,Accessible book,children's book"
"Julius, the Baby of the World","Hermanos,Brothers and sisters,Niños lactantes,Ratones,Accessible book,Juvenile fiction,Infantes lactantes,Spanish language,Fiction,Spanish: Grades 1-2,Spanish language materials,Novela,Babies,Protected DAISY,Infants,Mice,Hermanos y hermanas,Interactive Adventure,Children's Books/Ages 4-8 Fiction,Picture books"
First Thousand Words in Spanish,"Modern languages (ie other than English),Picture books,Vocabulary,Glossaries, vocabularies, etc,Foreign Language Study - Spanish,Spanish language,Children's 9-12 - Reference,Glossaries, vocabularies,Spanish,Spanish: Young Adult (Gr. 10-12),Juvenile literature"
Home for a Bunny,"Animals,Picture books,Juvenile fiction,Habitations,Accessible book,Protected DAISY,Rabbits,Fiction,Short stories,Children's fiction"
If I Ran the Zoo,"JUVENILE FICTION / Classics,Imaginary creatures,Picture books,JUVENILE FICTION / Humorous Stories,Fantasy fiction,Juvenile fiction,JUVENILE FICTION / Animals / Zoos,Fantasy,Stories in rhyme,Accessible book,Zoos,Nonsense verses,Protected DAISY,Fiction,Juvenile literature,Children's fiction"
Yertle the Turtle and Other Stories Book,"Picture books,Juvenile poetry,Spanish language materials,Jealousy,Poetry,Fiction,Tail,Children's stories, American,Turtles in fiction,Pride and vanity,Accessible book,Animals,Turtles,Translations into Spanish,Stories in rhyme,Children's stories,Short stories,Juvenile fiction,Children's poetry,Jealousy in fiction,Fantasy,Boastfulness in literature,Protected DAISY,Pride and vanity in fiction"
Cowgirl Kate and Cocoa,"Picture books,Horses, fiction,Cowgirl Kate (Fictitious character),Girls,Fiction,Reader,Chapter Books,Girls, fiction,Horses,Protected DAISY,JUVENILE FICTION,Cows, fiction,Rain,Social Themes,Schools,Accessible book,Dwellings,Counting & Numbers,Animals,Cowgirls,First day of school, fiction,Cowhands,Houses, fiction,Schools, fiction,Concepts,Friendship,Children's fiction,Rain and rainfall,Infancy,Juvenile fiction,Sleep,First day of school,Cattle,Cows,Animals, infancy, fiction"
Leo the Late Bloomer,"Tiger, fiction,Children's fiction,Picture books"
Roses sing on new snow,"Picture books,Chinese Americans,Juvenile fiction,Fiction,Accessible book,Speeches, addresses, etc., Latin,Roses, fiction,Protected DAISY,Chinese Cookery,Children's fiction,Chinese Cooking"
Katy No-Pocket,"Individuality,Picture books,Juvenile fiction,Fiction,Accessible book,Kangaroos, fiction,Protected DAISY,Kangaroos,Children's fiction"
Und wo ist der grüne Papagei?,"Color,Parrots,Picture books,Fiction"
SRA specific skills series,"Children: Babies & Toddlers,Picture books"
On the Day You Were Born,"Earth (planet), juvenile literature,Labor (Obstetrics),Accessible book,Board books,Childbirth, juvenile literature,Fiction,Picture books,Infants, fiction,Birth,Protected DAISY,Infants,Earth (planet),Childbirth,Juvenile literature,Children's fiction,Parturition,On board pages"
Pinkalicious,"Color, fiction,Picture books,Children's fiction,Food habits, fiction"
Mr. Gumpy's motor car,"Juvenile works,Rain and rainfall,Automobile driving,Cooperation,Juvenile fiction,Fiction,Automobiles,Children's stories,Protected DAISY,Animals,Domestic animals,Picture books for children,Accessible book,Picture books"
What the Ladybird Heard Next,"Outlaws,Animal sounds,Stories in rhyme,Ladybugs,Juvenile fiction,Domestic animals,Robbery,Children's stories,Pictorial works,Children's fiction,Picture books,Ladybugs, fiction,Plays,Children's plays,Accessible book,Protected DAISY"
Fishes,"Social life and customs,Fishes, juvenile literature,Picture books,Accessible book,Protected DAISY,Korean National characteristics,Fishes,Juvenile literature,Pictorial works"
We All Went on Safari,"Swahili,Numerals,Jungle animals,Counting,Animals,picture books,Accessible book,Counting-out rhymes,Fiction,Irish"",Novela,Children's stories,Protected DAISY,Zoology,Safaris,Contar (Enumerar),Swahili language,Juvenile literature,Números,Literatura juvenil"
Curious George Rides a Bike,"Bicycles and bicycling,Accessible book,Juvenile fiction,Fiction,Bicycles,Protected DAISY,Monkeys,Picture books"
"A story, a story","Children's stories,African folktale,Juvenile fiction,Caldecott Medal,Folklore,Protected DAISY,juvenile literature,Accessible book,tricksters,picture books"
Little Beaver and the echo,"Somali language materials,Children: Grades 1-2,Animals,Picture books,Beavers, fiction,Loneliness, fiction,Beavers,Juvenile fiction,Protected DAISY,Animal stories,Fiction,Accessible book,General,Bilingual,English,Sound, fiction,Children's fiction,Modern languages: readers & reading schemes,Friendship,English language readers,Children's Books/Ages 4-8 Fiction"
Noah's Ark,"Noah's ark,O.T. Genesis,Bible, juvenile literature,Picture books,Deluge,Juvenile literature,Accessible book,Japanese Bible stories,Genesis,English Bible stories,Protected DAISY,Bible stories, o.t.,Bible stories,O.T."
Best word book ever,"Picture books,Vocabulary,Vocabulary, juvenile literature,Alphabet,Accessible book,Protected DAISY,Juvenile literature"
Horton hatches the egg,"Picture books,Accessible book,Fiction,Incubation,JUVENILE FICTION,Children's literature,Parenting,Folklore,Animals,Stories in Verse,Stories in rhyme,Children's stories,Classics,Children's fiction,Legends and stories,Humorous stories,Elephants, fiction,Elephants,Fantasy fiction,Juvenile fiction,Fantasy,Reliability,Protected DAISY,Eggs"
My Friend Rabbit,"Play,Protected DAISY,Animals,picture books,Accessible book,Juvenile literature,Juvenile fiction,Mice, fiction,Friendship, fiction,Fiction,Rabbits, fiction,Problem solving,Toys,Rabbits,Mice,Friendship,Children's fiction"
The Oxford Picture Dictionary for Kids,"Children's encyclopedias and dictionaries,Picture books,Juvenile Dictionaries,English language, dictionaries, juvenile,English language, juvenile literature,Picture dictionaries,Dictionaries., Juvenile,Encyclopedias and dictionaries,English language,English language, dictionaries,Spanish Picture dictionaries,Spanish,Juvenile literature,English language, dictionaries, spanish"
Numbers of things,"Counting,Juvenile literature,Picture books"
Have you seen my duckling?,"Ponds,Baby Animals,Animals,Missing children,Children's stories, American,Adventure and adventurers,Accessible book,Juvenile fiction,Board books,Ducks,Lost children,Ducklings,Family,Ducks, Geese,Protected DAISY,Fiction,JUVENILE FICTION,Picture books"
Trains,"Picture books,Railroad trains,Accessible book,Protected DAISY,Railroads,Trains,Juvenile literature"
The secret staircase,"Hiding places (Secret chambers, etc.),England,Picture books,Accessible book,Juvenile fiction,Fiction,Brambly Hedge (Imaginary place),Protected DAISY,Country life,Mice,Festivals"
Winnie and Wilbur,"Witches, fiction,Children's fiction,Picture books"
They All Saw a Cat,"Cats, fiction,Identity (Philosophical concept),Perception,Animals,picture books,JUVENILE FICTION / Concepts,Animals, fiction,Juvenile fiction,Perception, fiction,Fiction,JUVENILE FICTION / Imagination & Play,JUVENILE FICTION / Animals / Cats,Cats,perspective,Perspective (Philosophy),juvenile literature,Children's fiction,Identity,Identity (Psychology)"
Gruffalo / Gruffalo's Child,"Children's fiction,Picture books,Mice, fiction,Animals, fiction,Toy and movable books"
The Highway Rat,"Robbers and outlaws,Stories in rhyme,Rats,Animals,Fiction,Thieves,Juvenile fiction,Children's fiction,Robbers and outlaws, fiction,Rats, fiction,Animals, fiction,Picture books,Readers,Accessible book,Protected DAISY"
One Ted Falls Out Bed,"Teddy bears,Stories in rhyme,Juvenile fiction,Counting,Ficción juvenil,Fiction,Osos de felpa,Cuentos en rima,Contar (Enumerar),Children's fiction,Picture books,Counting books,Toy and movable books,Accessible book,Protected DAISY"
Care Bears,"Care Bears (Fictitious characters),Thanksgiving Day in fiction,Picture books,Easter eggs in fiction,Bears,Juvenile fiction,Protected DAISY,Fiction,Accessible book,Easter stories,Bedtime,Easter eggs,Bears in fiction,Thanksgiving Day,Easter,Easter in fiction"
The biggest house in the world,"Italian language materials,Picture books,Accessible book,Juvenile fiction,Fiction,Houses, fiction,Children's stories,Protected DAISY,Snails,Children's fiction,Inter-American Development Bank"
Children of the Forest,"Seasons, fiction,Swedish language materials,Picture books,Juvenile fiction,Fiction,Stories in rhyme,Children's stories,Forest life,Seasons,Children's fiction,Picture books for children,Children,Elves"
Free Fall,"Dreams, fiction,picture books,Juvenile fiction,wordless book,Accessible book,Protected DAISY,Fiction,juvenile literature,Children's fiction,Dreams,Stories without words"
"Vom kleinen Maulwurf, der wissen wollte, wer ihm auf den Kopf gemacht hat","Humorous stories,Animals,Picture books,Feces,Juvenile Fiction / Humorous Stories,Animals - General,Juvenile fiction,Fiction,Manure,Accessible book,Pop-up books,Novelty, toy & die-cut books,Children's Books/Ages 4-8 Fiction,Defecation,Protected DAISY,Children: Grades 1-2,Moles (animals), fiction,Children's fiction,Pictorial works,Moles (Animals)"
There's a Wocket in my Pocket!,"Picture books,Imaginary creatures,Fiction,Literature,Vocabulary,JUVENILE FICTION,Rhyme,Dr. Seuss,Houses,Book Club Edition,Social acceptance,Home (Concept),Accessible book,Dwellings,Children's poetry, American,Vocabulary, fiction,Animals,Words,Rhymes,Children's,Humorous stories,Stories,Nonsense verses,Concepts,Make-believe,Children's fiction,Juvenile,Rhyming,Stories in rhyme,Begining Beginners,1974,Imagination,Books,Protected DAISY,Bright and Early Books,There's a Wocket in my Pocket,Juvenile fiction"
There's a Nightmare in My Closet,"Nightmares, fiction,Children's fiction,Clothes closets,Picture books,Juvenile fiction,Fear, fiction,Bedtime, fiction,Children: Kindergarten,Fiction,Nightmares,Accessible book,Bedtime,Monsters, fiction,Protected DAISY,Fear,Monsters"
Babar sur la planète molle,"Elephants, fiction,Picture books,Elephants,Extraterrestrial beings,Juvenile fiction,Fiction,Babar (fictitious character), fiction,Science fiction,Accessible book,Babar (Fictitious character),Protected DAISY,Space flight,Children's fiction"
Farewell to Shady Glade,"Ecology,Picture books,Wildlife conservation,Animals, fiction,Juvenile fiction,Fiction,Fiction, general,Habitat (Ecology),Children's fiction"
Playing Beatie Bow,"Picture books,Juvenile fiction,Family life,Space and time,Fiction,Accessible book,Child and youth fiction,Children's stories,Protected DAISY,Children's fiction"
Zazu's View (Disney's the Lion King,"Africa -- Fiction,Hornbills,Warthog,Animals,Picture books,Juvenile fiction,Habitations,Animals -- Fiction,Lion,Courage,Lions,Lions -- Fiction,Protected DAISY,Fiction,Accessible book,Meerkat"
The butterfly's ball and the grasshopper's feast,"Insects,Accessible book,Picture books,Poetry"
The Magic School Bus on the Ocean Floor (The Magic School Bus #5),"Deep-sea fishes,Marine animals,Picture books,Marine biology,Marine ecology,Science,Accessible book,Marine animals, juvenile literature,Ocean,Littérature de jeunesse anglaise,School field trips,Study and teaching,Ocean, juvenile literature,Protected DAISY,Ouvrages illustrés,Women science teachers,Juvenile literature,Faune marine,Fonds marins,Ocean bottom"
Anatole,"Cheese,picture books,Juvenile fiction,Fiction,Protected DAISY,Mice,juvenile literature,Accessible book"
A House for Hermit Crab,"Hermit crabs,Crabs,Marine animals,Picture books,Juvenile fiction,Fiction,Accessible book,Protected DAISY,Crabs, fiction,Children: Grades 1-2,Children's fiction,Dwellings"
The tale of Georgie Grub,"Picture books,Cleanliness,Accessible book,Juvenile fiction,Protected DAISY,Fiction,Stories in rhyme,Hygiene,Baths,Children's fiction"
"It's Justin Time, Amber Brown","Cumpleaños,Tiempo,Protected DAISY,Picture books,Amber Brown (Fictitious character),Spanish language materials,Birthdays,Fiction,Juvenile fiction,Accessible book,Ficción juvenil,Relojes,Time,Best friends,Clocks and watches"
Noodle,"Picture books,Tales,Fairy-tale,Kid's,Uniqueness,Fairy tale,Contentment,Giraffe,Dogs,Literature,Hardcover,Zoo,Wishes,Weiner dog,Ludwig Bemelmans,Fairytale,Self-esteem,Noodle,Animals,Wish,Originally published,Juvenile,Ostrich,Children's,1937,Self-acceptance,Fiction,Paperback,Self-image,Munro Leaf,Dachshund,Fantasy,Shape,Books,Zebra,Fable,Stories,Hippopotamus,Dog Fairy,Children,Size"
The secret life of squirrels,"Pets,Picture books,Accessible book,Cousins,Juvenile fiction,First day of school, fiction,Squirrels, fiction,Squirrels,Fantasy,Valentine's day, fiction,Photography,Teachers,First day of school,Protected DAISY,Schools,Love, fiction,Fiction,Friendship,Children's fiction,Teachers, fiction,Schools, fiction"
